geogkey	continent	country	countrycode	stateprovince	county	municipality	waterbody	islandgroup	island	standard	vetted	error	misplaced	unresolved	source	comment
|[INDIA / BANGLADESH]|||||||	Asia	Bangladesh, India								Asia|Bangladesh, India|||||||	1			0		
|[INDIA / PAKISTAN]|||||||	Asia	India, Pakistan								Asia|India, Pakistan|||||||	1			0		
|[INDIA ?]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[INDIA ]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[INDIA OR TIBET]|||||||	Asia									Asia||||||||	1			0		
|[INDIA/ASIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[INDIA; INDIAN OCEAN]|||||||	Asia	India	IN				Indian Ocean			Asia|India|IN||||Indian Ocean||	1			0		
|[INDIA?]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[INDIA]||PUNJAB|||||	Asia	India	IN	Punjab						Asia|India|IN|Punjab|||||	1			0		
|[INDIAN OCEAN]|||||||							Indian Ocean			||||||Indian Ocean||	1			0		
|[INDO-MALAY REGION]|||||||	Asia									Asia||||||||	1			0		
|[INDONESIA ]|||||||	Asia	Indonesia	ID							Asia|Indonesia|ID||||||	1			0		
|[INDONESIA OR MALAYA]|||||||	Asia									Asia||||||||	1			0		
|[INDONESIA OR MALAYSIA]|||||||	Asia									Asia||||||||	1			0		
|[INDONESIA]|||||||	Asia	Indonesia	ID							Asia|Indonesia|ID||||||	1			0		
|[IRIAN JAYA]|||||||	Asia	Indonesia	ID							Asia|Indonesia|ID||||||	1			0		
|[ISRAEL OR JORDON]|||||||	Asia									Asia||||||||	1			0		
|[ITALY]|||||||	Europe	Italy	IT							Europe|Italy|IT||||||	1			0		
|[JAPAN?]|||||||	Asia	Japan	JP							Asia|Japan|JP||||||	1			0		
|[JAVA]|||||||	Asia	Indonesia	ID					Greater Sunda Islands	Java	Asia|Indonesia|ID|||||Greater Sunda Islands|Java	1			0		
|[KASHMIR]|||||||	Asia									Asia||||||||	1			1		
|[KENYA COLONY ?]|||||||	Africa	Kenya	KE							Africa|Kenya|KE||||||	1			0		
|[KENYA OR TANZANIA]|||||||	Africa									Africa||||||||	1			0		
|[LAPLAND]|||||||	Europe									Europe||||||||	1			1		
|[MADAGASCAR; INDIAN OCEAN]|||||||	Africa	Madagascar	MG				Indian Ocean			Africa|Madagascar|MG||||Indian Ocean||	1			0		
|[MADAGASCAR]|||||||	Africa	Madagascar	MG							Africa|Madagascar|MG||||||	1			0		
|[MALAWI]||MALAWI|||||	Africa	Malawi	MW							Africa|Malawi|MW||||||	1			0		
|[MALAYSIA & SINGAPORE]|||||||	Asia	Malaysia, Singapore								Asia|Malaysia, Singapore|||||||	1			0		
|[MALAYSIA & THAILAND]|||||||	Asia	Malaysia, Thailand								Asia|Malaysia, Thailand|||||||	1			0		
|[MALAYSIA / THAILAND]|||||||	Asia	Malaysia, Thailand								Asia|Malaysia, Thailand|||||||	1			0		
|[MALAYSIA AND SINGAPORE]|||||||	Asia	Malaysia, Singapore								Asia|Malaysia, Singapore|||||||	1			0		
|[MALAYSIA OR INDONESIA]|||||||	Asia									Asia||||||||	1			0		
|[MALAYSIA OR THAILAND]|||||||	Asia									Asia||||||||	1			0		
|[MEDITERRANEAN SEA]|||||||							Mediterranean Sea			||||||Mediterranean Sea||	1			0		
|[MEDITERRANEAN]|||||||							Mediterranean Sea			||||||Mediterranean Sea||	1			0		
|[MEDITTERRANEAN SEA]|||||||							Mediterranean Sea			||||||Mediterranean Sea||	1			0		
|[MEXICO OR S. AMERICA]|||||||										||||||||	1			0		
|[MEXICO TO W. PERU, N. ARGENTINA]|||||||										||||||||	1			0		
|[MEXICO]||[N.W. DURANGO]|||||	North America	Mexico	MX	Durango						North America|Mexico|MX|Durango|||||	1			0		
|[MEXICO]||[S. SINALOA]|||||	North America	Mexico	MX	Sinaloa						North America|Mexico|MX|Sinaloa|||||	1			0		
|[MEXICO]|||||||	North America	Mexico	MX							North America|Mexico|MX||||||	1			0		
|[MONGOLIA]|||||||	Asia	Mongolia	MN							Asia|Mongolia|MN||||||	1			0		
|[MOROCCO OR ALGERIA]|||||||	Africa									Africa||||||||	1			0		
|[MOZAMBIQUE]|||||||	Africa	Mozambique	MZ							Africa|Mozambique|MZ||||||	1			0		
|[N E AFRICA]|||||||	Africa									Africa||||||||	1			0		
|[N. AMERICA; CANADA OR U.S.A.]|||||||	North America									North America||||||||	1			0		
|[N. ATLANTIC OCEAN]|||||||							Northern Atlantic Ocean			||||||Northern Atlantic Ocean||	1			0		
|[N. CHINA ?]|||||||	Asia	China	CN							Asia|China|CN||||||	1			0		
|[N. INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[N. ITALY]|||||||	Europe	Italy	IT							Europe|Italy|IT||||||	1		[N. Italy]	0		
|[N. NEW GUINEA?]|||||||									New Guinea	||||||||New Guinea	1			0		
|[N.E. BRAZIL]|||||||	South America	Brazil	BR							South America|Brazil|BR||||||	1		N.E. Brazil	0		
|[N.E. INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[N.W. CANADA]|||||||	North America	Canada	CA							North America|Canada|CA||||||	1			0		
|[NEW GUINEA & ARU IS]|||||||										||||||||	1			1		
|[NEW GUINEA]|||||||									New Guinea	||||||||New Guinea	1			0		
|[NEW ZEALAND]|||||||	Oceania	New Zealand	NZ							Oceania|New Zealand|NZ||||||	1			0		
|[NO DATA]|||||[MARINE AND FRESHWATER FISH]||										||||||||	1			0		
|[NO DATA]|||||||										||||||||	1			0		
|[NORTH AMERICA]|||||||	North America									North America||||||||	1			0		
|[NORTH ATLANTIC OCEAN]|||||||							Northern Atlantic Ocean			||||||Northern Atlantic Ocean||	1			0		
|[NORTH INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[NORTH SEA OR NORWEGIAN SEA]|||||||										||||||||	1			1		
|[NORTH SEA]|||||||										||||||||	1			0		
|[NORTH WEST SPAIN]|||||||	Europe	Spain	ES							Europe|Spain|ES||||||	1			0		
|[NORTHERN INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[NORTHERN MEXICO TO WESTERN PANAMA]|||||||										||||||||	1			0		
|[NORTHERN SOUTH AMERICA)||UNKNOWN|||||	South America									South America||||||||	1			0		
|[NORTHERN SOUTH AMERICA]|||||||	South America									South America||||||||	1			0		
|[NORTHERN VENEZUELA]|||||||	South America	Venezuela	VE							South America|Venezuela|VE||||||	1		[Northern Venezuela]	0		
|[NORWEGIAN SEA]|||||||							Norwegian Sea			||||||Norwegian Sea||	1			0		
|[PACIFIC OCEAN]|||||||							Pacific Ocean			||||||Pacific Ocean||	1			0		
|[PANAMA CHIRIQUI]|||||||	North America	Panama	PA	Chiriquí						North America|Panama|PA|Chiriquí|||||	1			0		
|[PANAMA]||[CHIRIQUI]|||||	North America	Panama	PA	Chiriquí						North America|Panama|PA|Chiriquí|||||	1			0		
|[PAPUA NEW GUINEA OR SOUTH PACIFIC OCEAN]]|||||||										||||||||	1			1		
|[PARAGUAY]|||||||	South America	Paraguay	PY							South America|Paraguay|PY||||||	1			0		
|[PERU]|||||||	South America	Peru	PE							South America|Peru|PE||||||	1			0		
|[PORTUGAL]|||||||	Europe	Portugal	PT							Europe|Portugal|PT||||||	1			0		
|[PORTUGAL]||CANARY ISLANDS, TENERIFE|||||	Africa	Spain	ES	Islas Canarias	Santa Cruz de Tenerife			Las Canarias	Tenerife	Africa|Spain|ES|Islas Canarias|Santa Cruz de Tenerife|||Las Canarias|Tenerife	1			0		
|[PROBABLY FROM W. OF N. AMERICA]|||||||	North America									North America||||||||	1			0		
|[PROBABLY NIGER] [OR GAMBIA]|||||||	Africa									Africa||||||||	1			0		
|[PROBABLY NORTH AMERICAN]|||||||	North America									North America||||||||	1			0		
|[PUERTO RICO]|||||||	North America	Puerto Rico	PR					Greater Antilles		North America|Puerto Rico|PR|||||Greater Antilles|	1			0		
|[RED SEA]|||||||							Red Sea			||||||Red Sea||	1			0		
|[REGION OF NEW GUINEA]|||||||									New Guinea	||||||||New Guinea	1			0		
|[RUSSIA]|||||||		Russia	RU							|Russia|RU||||||	1			0		
|[RUSSIAN FEDERATION]|||||||		Russia	RU							|Russia|RU||||||	1			0		
|[S- US TO N- SOUTH AMERICA, GALAPAGOS]|||||||										||||||||	1			0		
|[S. AMERICA]|||||||	South America									South America||||||||	1			0		
|[S. ATLANTIC OCEAN]|||||||							Southern Atlantic Ocean			||||||Southern Atlantic Ocean||	1			0		
|[S. INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[S. PACIFIC OCEAN]|||||||							Southern Pacific Ocean			||||||Southern Pacific Ocean||	1			0		
|[S.E. BRAZIL]|||||||	South America	Brazil	BR							South America|Brazil|BR||||||	1		S.E. Brazil	0		
|[S.W. SOUTH AMERICA]|||||||	South America									South America||||||||	1			0		
|[SAO TOME & PRINCIPE]|||||||	Africa	São Tomé and Príncipe	ST					São Tomé and Príncipe		Africa|São Tomé and Príncipe|ST|||||São Tomé and Príncipe|	1			0		
|[SCOTLAND; U.K.] ?SCOTCH ?BAVARIA|||||||	Europe									Europe||||||||	1			1		
|[SCOTLAND]|||||||	Europe	United Kingdom	GB	Scotland				British Isles		Europe|United Kingdom|GB|Scotland||||British Isles|	1			0		
|[SENEGAL; GAMBIA]|||||||	Africa	Gambia, Senegal								Africa|Gambia, Senegal|||||||	1			0		
|[SEYCHELLES; INDIAN OCEAN]|||||||	Africa	Seychelles	SC				Indian Ocean	Seychelles		Africa|Seychelles|SC||||Indian Ocean|Seychelles|	1			0		
|[SEYCHELLES; WEST INDIAN OCEAN]|||||||	Africa	Seychelles	SC				Indian Ocean	Seychelles		Africa|Seychelles|SC||||Indian Ocean|Seychelles|	1			0		
|[SEYCHELLES]; W. INDIAN OCEAN|||||||	Africa	Seychelles	SC				Indian Ocean	Seychelles		Africa|Seychelles|SC||||Indian Ocean|Seychelles|	1			0		
|[SEYCHELLES]; WEST INDIAN OCEAN|||||||	Africa	Seychelles	SC				Indian Ocean	Seychelles		Africa|Seychelles|SC||||Indian Ocean|Seychelles|	1			0		
|[SEYCHELLES]|||||||	Africa	Seychelles	SC					Seychelles		Africa|Seychelles|SC|||||Seychelles|	1			0		
|[SEYCHELLES]|||||INDIAN OCEAN||	Africa	Seychelles	SC				Indian Ocean	Seychelles		Africa|Seychelles|SC||||Indian Ocean|Seychelles|	1			0		
|[SIBERIA]|||||||	Asia	Russia	RU							Asia|Russia|RU||||||	1		Siberia	0		
|[SINGAPORE & THAILAND]|||||||	Asia									Asia||||||||	1			1		
|[SINGAPORE OR THAILAND]|||||||	Asia									Asia||||||||	1			0		
|[SOUTH AMERICA ]|||||||	South America									South America||||||||	1			0		
|[SOUTH AMERICA]|||||||	South America									South America||||||||	1			0		
|[SOUTH ATLANTIC OCEAN]|||||||							Southern Atlantic Ocean			||||||Southern Atlantic Ocean||	1			0		
|[SOUTH ATLANTIC]|||||||							Southern Atlantic Ocean			||||||Southern Atlantic Ocean||	1			0		
|[SOUTH AUSTRALIA ]|||||||	Australasia	Australia	AU							Australasia|Australia|AU||||||	1		[South Australia ]	0		
|[SOUTH AUSTRALIA]|||||||	Australasia	Australia	AU							Australasia|Australia|AU||||||	1		[South Australia]	0		
|[SOUTH EAST AFRICA]|||||||	Africa									Africa||||||||	1			0		
|[SOUTH INDIA COAST]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[SOUTH INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[SOUTH INDIAN OCEAN]|||||||	Asia	India	IN				Southern Indian Ocean			Asia|India|IN||||Southern Indian Ocean||	1			0		
|[SOUTH PACIFIC OCEAN AND PAPUA NEW GUINEA]|||||||										||||||||	1			1		
|[SOUTH PACIFIC OCEAN OR PAPUA NEW GUINEA]|||||||										||||||||	1			1		
|[SOUTH PACIFIC OCEAN]|||||||							Southern Pacific Ocean			||||||Southern Pacific Ocean||	1			0		
|[SOUTH PACIFIC]|||||||							Southern Pacific Ocean			||||||Southern Pacific Ocean||	1			0		
|[SOUTH WEST MADAGASCAR]|||||||	Africa	Madagascar	MG						Madagascar	Africa|Madagascar|MG||||||Madagascar	1		South West Madagascar	0		
|[SOUTHERN OCEAN]|||||||							Southern Ocean			||||||Southern Ocean||	1			0		
|[SOUTHERN SPAIN]|||||||	Europe	Spain	ES							Europe|Spain|ES||||||	1			0		
|[SOUTHWESTERN SOUTH AMERICA]|||||||	South America									South America||||||||	1			0		
|[SPAIN]|||||||	Europe	Spain	ES							Europe|Spain|ES||||||	1			0		
|[SULAWESI; INDONESIA]|||||||	Asia	Indonesia	ID					Greater Sunda Islands	Sulawesi	Asia|Indonesia|ID|||||Greater Sunda Islands|Sulawesi	1			0		
|[SUMATRA. BOCK]||MALACCA ?|||||	Asia	Indonesia	ID					Greater Sunda Islands	Sumatra	Asia|Indonesia|ID|||||Greater Sunda Islands|Sumatra	1			1		
|[SUMATRA]|||||||	Asia	Indonesia	ID					Greater Sunda Islands	Sumatra	Asia|Indonesia|ID|||||Greater Sunda Islands|Sumatra	1			0		
|[THAILAND & MALAYSIA]|||||||	Asia									Asia||||||||	1			1		
|[THAILAND OR MALAYSIA]|||||||	Asia									Asia||||||||	1			0		
|[THE GAMBIA / SENEGAL]|||||||	Africa	Gambia, Senegal								Africa|Gambia, Senegal|||||||	1			0		
|[TOBAGO]-BRIT. W. INDIES|||||||	North America	Trinidad and Tobago	TT	Tobago				Lesser Antilles	Tobago	North America|Trinidad and Tobago|TT|Tobago||||Lesser Antilles|Tobago	1			0		
|[TYRRHENIAN SEA; MEDITERRANEAN SEA]|||||||										||||||||	1			1		
|[U.K.]|||||||	Europe	United Kingdom	GB					British Isles		Europe|United Kingdom|GB|||||British Isles|	1			0		
|[U.S.A. ; NORTH ATLANTIC OCEAN]|||||||	North America	United States	US				Northern Atlantic Ocean			North America|United States|US||||Northern Atlantic Ocean||	1			0		
|[U.S.A.; PACIFIC OCEAN]]|||||||	North America	United States	US				Northern Pacific Ocean			North America|United States|US||||Northern Pacific Ocean||	1			0		
|[U.S.A.; PACIFIC OCEAN]|||||||	North America	United States	US				Northern Pacific Ocean			North America|United States|US||||Northern Pacific Ocean||	1			0		
|[U.S.A.?]|||||||	North America	United States	US							North America|United States|US||||||	1			0		
|[U.S.A.]|||||||	North America	United States	US							North America|United States|US||||||	1			0		
|[U.S.A.}|||||||	North America	United States	US							North America|United States|US||||||	1			0		
|[U.S.A]|||||||	North America	United States	US							North America|United States|US||||||	1			0		
|[U.S.S.R.]|||||||										||||||||	1			0		
|[U.S.S.R]|||||||										||||||||	1			0		
|[UGANDA]|||||||	Africa	Uganda	UG							Africa|Uganda|UG||||||	1			0		
|[UKRAINE / MOLDOVA]|||||||	Europe	Moldova, Ukraine								Europe|Moldova, Ukraine|||||||	1			0		
|[UNITED STATES]||[TEXAS]|||||	North America	United States	US	Texas						North America|United States|US|Texas|||||	1			0		
|[URUGUAY]|||||||	South America	Uruguay	UY							South America|Uruguay|UY||||||	1			0		
|[USA]||[ALASKA]|||||	North America	United States	US	Alaska						North America|United States|US|Alaska|||||	1			0		
|[USA]|||||||	North America	United States	US							North America|United States|US||||||	1			0		
|[UZBEKISTAN]|||||||	Asia	Uzbekistan	UZ							Asia|Uzbekistan|UZ||||||	1			0		
|[VARIOUS]|||||||										||||||||	1			0		
|[VENEZUELA]|||||||	South America	Venezuela	VE							South America|Venezuela|VE||||||	1			0		
|[W. AFRICA]|||||||	Africa									Africa||||||||	1			0		
|[W. AUSTRALIA]|||||||	Australasia	Australia	AU							Australasia|Australia|AU||||||	1		[W. Australia]	0		
|[W. INDIAN OCEAN]|||||||							Western Indian Ocean			||||||Western Indian Ocean||	1			0		
|[WEST INDIAN OCEAN]|||||||							Western Indian Ocean			||||||Western Indian Ocean||	1			0		
|[WEST INDIES]|||||||	North America									North America||||||||	1			1		
|[WESTERN INDIA]|||||||	Asia	India	IN							Asia|India|IN||||||	1			0		
|[WESTERN INDIAN OCEAN]|||||||							Western Indian Ocean			||||||Western Indian Ocean||	1			0		
|[WESTERN N. AMERICA]|||||||	North America									North America||||||||	1			0		
|[YUGOSLAVIA]|||||||	Europe									Europe||||||||	1			1		
|{NO DATA]|||||||										||||||||	1			0		
|||"|||||										||||||||	1			0		
|||"TAMAULIPAS"|||||	North America	Mexico	MX	Tamaulipas						North America|Mexico|MX|Tamaulipas|||||	1			0		
|||(?)|||||										||||||||	1			0		
|||(ALASKA)|||||	North America	United States	US	Alaska						North America|United States|US|Alaska|||||	1			0		
|||(DOUBTLESS CALIFORNIA]|EL DORADO CO.||||	North America	United States	US	California	El Dorado					North America|United States|US|California|El Dorado||||	1			0		
|||(FLA.)|||||	North America	United States	US	Florida						North America|United States|US|Florida|||||	1			0		
|||(ILL.)|||||	North America	United States	US	Illinois						North America|United States|US|Illinois|||||	1			0		
|||(ILLINOIS)|||||	North America	United States	US	Illinois						North America|United States|US|Illinois|||||	1			0		
|||(ILLS)|||||	North America	United States	US	Illinois						North America|United States|US|Illinois|||||	1			0		
|||(L. CALIF.)|||||	North America	Mexico	MX	Baja California						North America|Mexico|MX|Baja California|||||	1			0		
|||(N.J.|||||	North America	United States	US	New Jersey						North America|United States|US|New Jersey|||||	1			0		
|||(N.M. OR TEXAS)|||||	North America	United States	US							North America|United States|US||||||	1			0		
|||(N.M.?)|||||	North America	United States	US	New Mexico						North America|United States|US|New Mexico|||||	1			0		
|||(NEW SOUTH WALES)|||||	Australasia	Australia	AU	New South Wales						Australasia|Australia|AU|New South Wales|||||	1			0		
|||(QLD.)|||||	Australasia	Australia	AU	Queensland						Australasia|Australia|AU|Queensland|||||	1			0		
|||(RAF.) A. NELS|OURAY||||	North America	United States	US	Colorado	Ouray					North America|United States|US|Colorado|Ouray||||	1			0		
|||(SA)|||||										||||||||	1	Unable to unambiguously locate SA.		1		
|||(SASKATCHEWAN)|||||	North America	Canada	CA	Saskatchewan						North America|Canada|CA|Saskatchewan|||||	1			0		
|||(SOUTH) WALES|||||	Europe	United Kingdom	GB	Wales				British Isles		Europe|United Kingdom|GB|Wales||||British Isles|	1			0		
|||(SOUTHERN) N.J.|||||	North America	United States	US	New Jersey						North America|United States|US|New Jersey|||||	1			0		
|||(WIDESPREAD IN HIMALAYAS, NE AND SOUTHERN INDIA, WINTERS IN S. INDIA AND SRI LANKA)|||||	Asia									Asia||||||||	1			0		
|||*|||||										||||||||	1			0		
|||? [LOWER CAL]|||||	North America	Mexico	MX	Baja California						North America|Mexico|MX|Baja California|||||	1			0		
|||?|||||										||||||||	1			0		
|||[=WEST AUSTRALIA ?]|||||	Australasia	Australia	AU	Western Australia						Australasia|Australia|AU|Western Australia|||||	1			0		
|||[ALASKA]|||||	North America	United States	US	Alaska						North America|United States|US|Alaska|||||	1			0		
|||[CALIFORNIA ?]|||||	North America	United States	US	California						North America|United States|US|California|||||	1			0		
|||[CALIFORNIA]|[EL DORADO CO.? PROBABLY]||||	North America	United States	US	California	El Dorado					North America|United States|US|California|El Dorado||||	1			0		
|||[CALIFORNIA]|||||	North America	United States	US	California						North America|United States|US|California|||||	1			0		
|||[DOUBTLESS CALIFORNIA]|||||	North America	United States	US	California						North America|United States|US|California|||||	1			0		
|||[DUTCH NEW GUINEA]|||||	Asia	Indonesia	ID							Asia|Indonesia|ID||||||	1			0		
|||[ILLEG.]|||||										||||||||	1			0		
|||[ILLINOIS?]|||||	North America	United States	US	Illinois						North America|United States|US|Illinois|||||	1			0		
|||[LOUISIANA]|||||	North America	United States	US	Louisiana						North America|United States|US|Louisiana|||||	1			0		
|||[MICHIGAN]|||||	North America	United States	US	Michigan						North America|United States|US|Michigan|||||	1			0		
|||[N.C.?]|||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
|||[N.J.]|||||	North America	United States	US	New Jersey						North America|United States|US|New Jersey|||||	1			0		
|||[N.Y.]|||||	North America	United States	US	New York						North America|United States|US|New York|||||	1			0		
|||[NEW YORK]|HERKIMER CO.||||	North America	United States	US	New York	Herkimer					North America|United States|US|New York|Herkimer||||	1			0		
|||[ONTARIO?]CM|||||	North America	Canada	CA	Ontario						North America|Canada|CA|Ontario|||||	1			0		
|||[PROBABLY PENNA.]|||||	North America	United States	US	Pennsylvania						North America|United States|US|Pennsylvania|||||	1			0		
|||[RANGE: ATLANTIC, PACIFIC & INDIAN OCEANS.]|||||										||||||||	1			0		
|||[SC] NOR CARO|||||	North America	United States	US	North Carolina						North America|United States|US|North Carolina|||||	1			0		
|||[UNDERLINED MASS.]|||||	North America	United States	US	Massachusetts						North America|United States|US|Massachusetts|||||	1			0		
|||[VIRGINIA]|[MATTHEWS CO.]||||	North America	United States	US	Virginia	Matthews					North America|United States|US|Virginia|Matthews||||	1			0		
|||[WEST AUSTRALIA ?]|||||	Australasia	Australia	AU	Western Australia						Australasia|Australia|AU|Western Australia|||||	1			0		
|||`|||GULF OF MEXICO||	North America						Gulf of Mexico			North America||||||Gulf of Mexico||	1			0		
